id_cliente;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFM_Score;Cluster;Segmento;edad;ingresos_mensuales_aprox;segmento_programa;distrito
CLI02583;85;4;794.87;4;4;4;444;3;En Riesgo;71;11243.73;Premium;Los Olivos
CLI02585;55;4;883.49;4;4;4;444;3;En Riesgo;18;4273.56;Regular;San Borja
CLI02586;186;1;434.06;3;1;2;312;3;En Riesgo;25;8970.18;Regular;San Borja
CLI02587;44;2;370.89;4;2;2;422;3;En Riesgo;30;11176.59;Premium;Ate
CLI02588;86;14;2808.93;4;5;5;455;1;Campeones;61;9345.56;Regular;San Borja
CLI02589;556;1;277.19;1;1;2;112;2;Perdidos;61;5759.62;Regular;Miraflores
CLI02590;193;6;1372.15;3;5;5;355;0;Leales;41;6030.17;Platino;Los Olivos
CLI02591;477;1;616.66;1;1;3;113;2;Perdidos;25;6884.25;Premium;San Borja
CLI02592;87;6;1087.8;4;5;4;454;0;Leales;50;3001.37;Regular;San Borja
CLI02594;24;4;984.03;5;4;4;544;0;Leales;44;3049.73;Regular;Ate
CLI02595;726;1;655.14;1;1;3;113;2;Perdidos;52;6768.85;Platino;San Borja
CLI02596;233;3;1302.44;2;3;4;234;0;Leales;47;1798.03;Basico;Ate
CLI02597;38;3;584.0;4;3;3;433;3;En Riesgo;69;5632.97;Regular;Santiago de Surco
CLI02598;414;1;183.53;1;1;1;111;2;Perdidos;66;4398.13;Regular;Comas
CLI02599;170;6;1276.4;3;5;4;354;0;Leales;30;4020.32;Premium;San Juan de Lurigancho
CLI02600;293;3;1174.06;2;3;4;234;3;En Riesgo;45;8091.24;Platino;Miraflores
CLI02601;44;8;1234.34;4;5;4;454;0;Leales;27;4579.83;Platino;Magdalena
CLI02603;12;10;1867.56;5;5;5;555;1;Campeones;20;8504.7;Platino;San Miguel
CLI02604;26;5;862.01;4;4;4;444;0;Leales;33;11369.47;Platino;Miraflores
CLI02605;152;5;1863.94;3;4;5;345;0;Leales;36;1146.42;Basico;San Juan de Lurigancho
CLI02606;88;1;18.59;4;1;1;411;3;En Riesgo;59;8459.39;Platino;Magdalena
CLI02607;25;3;448.66;5;3;2;532;3;En Riesgo;63;7200.14;Regular;Los Olivos
CLI02609;187;2;430.02;3;2;2;322;3;En Riesgo;34;1559.36;Basico;San Miguel
CLI02610;20;2;639.3;5;2;3;523;3;En Riesgo;20;9798.74;Regular;San Borja
CLI02611;20;2;779.34;5;2;3;523;3;En Riesgo;49;11273.42;Platino;San Juan de Lurigancho
CLI02612;528;1;305.7;1;1;2;112;2;Perdidos;47;2391.98;Basico;San Miguel
CLI02616;3;2;599.3;5;2;3;523;3;En Riesgo;53;5800.74;Regular;San Juan de Lurigancho
CLI02617;15;8;2388.13;5;5;5;555;1;Campeones;55;3428.98;Regular;Santiago de Surco
CLI02618;387;3;876.8;2;3;4;234;2;Perdidos;18;8266.84;Premium;Los Olivos
CLI02619;304;1;69.35;2;1;1;211;2;Perdidos;45;5669.77;Regular;Santiago de Surco
CLI02620;8;5;1488.12;5;4;5;545;0;Leales;67;4475.63;Regular;San Miguel
CLI02621;367;1;383.04;2;1;2;212;2;Perdidos;31;8314.67;Regular;Magdalena
CLI02622;190;5;1242.04;3;4;4;344;0;Leales;69;2114.49;Basico;Los Olivos
CLI02625;20;3;520.83;5;3;3;533;3;En Riesgo;41;8941.48;Regular;San Borja
CLI02626;11;1;92.74;5;1;1;511;3;En Riesgo;51;7090.84;Regular;San Borja
CLI02627;96;2;412.98;4;2;2;422;3;En Riesgo;38;3730.88;Regular;San Juan de Lurigancho
CLI02630;702;1;270.08;1;1;2;112;2;Perdidos;54;4810.27;Regular;Los Olivos
CLI02631;561;1;304.32;1;1;2;112;2;Perdidos;72;6332.45;Platino;Magdalena
CLI02632;43;3;788.47;4;3;4;434;3;En Riesgo;44;10545.47;Premium;Santiago de Surco
CLI02633;11;8;1797.88;5;5;5;555;0;Leales;28;7568.58;Platino;Los Olivos
CLI02634;165;5;966.52;3;4;4;344;0;Leales;28;1255.33;Basico;San Borja
CLI02636;298;3;772.1;2;3;3;233;3;En Riesgo;68;6508.5;Premium;Miraflores
CLI02638;133;3;507.83;3;3;3;333;3;En Riesgo;64;10914.54;Regular;San Miguel
CLI02639;31;2;494.22;4;2;3;423;3;En Riesgo;35;3409.65;Platino;San Juan de Lurigancho
CLI02640;2;4;668.85;5;4;3;543;3;En Riesgo;18;3972.16;Premium;Santiago de Surco
CLI02641;178;4;1230.73;3;4;4;344;0;Leales;55;1434.81;Basico;San Juan de Lurigancho
CLI02642;349;4;1226.24;2;4;4;244;0;Leales;25;1693.32;Basico;San Miguel
CLI02644;116;3;718.63;4;3;3;433;3;En Riesgo;48;10772.54;Platino;Santiago de Surco
CLI02645;90;6;1825.2;4;5;5;455;0;Leales;38;9731.94;Platino;San Miguel
CLI02646;181;3;1213.86;3;3;4;334;3;En Riesgo;48;7910.95;Regular;Magdalena
CLI02647;43;3;1035.78;4;3;4;434;3;En Riesgo;34;8490.25;Regular;Miraflores
CLI02648;11;1;64.37;5;1;1;511;3;En Riesgo;43;6193.63;Platino;Comas
CLI02649;76;2;839.24;4;2;4;424;3;En Riesgo;60;7577.49;Premium;San Miguel
CLI02650;162;2;348.51;3;2;2;322;3;En Riesgo;22;11050.28;Platino;Los Olivos
CLI02651;200;7;1483.31;3;5;5;355;0;Leales;63;4968.91;Regular;San Miguel
CLI02655;72;1;289.86;4;1;2;412;3;En Riesgo;55;3831.81;Platino;San Juan de Lurigancho
CLI02656;36;4;910.99;4;4;4;444;0;Leales;60;4116.0;Regular;Miraflores
CLI02657;535;2;432.31;1;2;2;122;2;Perdidos;38;10152.05;Regular;San Juan de Lurigancho
CLI02658;631;1;657.06;1;1;3;113;2;Perdidos;46;7881.4;Premium;Miraflores
CLI02659;10;5;1058.92;5;4;4;544;0;Leales;26;10938.9;Regular;Miraflores
CLI02660;7;3;884.37;5;3;4;534;3;En Riesgo;62;9515.3;Premium;Los Olivos
CLI02661;356;1;37.95;2;1;1;211;2;Perdidos;34;11668.65;Platino;San Juan de Lurigancho
CLI02662;11;11;2406.63;5;5;5;555;1;Campeones;68;8776.28;Premium;Miraflores
CLI02663;496;1;209.8;1;1;1;111;2;Perdidos;46;2035.12;Basico;Magdalena
CLI02666;375;1;23.23;2;1;1;211;2;Perdidos;45;2077.71;Basico;Magdalena
CLI02667;25;6;1215.09;5;5;4;554;0;Leales;63;8221.27;Platino;Magdalena
CLI02668;211;2;514.78;2;2;3;223;3;En Riesgo;33;1172.52;Basico;San Borja
CLI02669;44;1;226.28;4;1;1;411;3;En Riesgo;58;8295.08;Platino;Ate
CLI02670;720;1;293.57;1;1;2;112;2;Perdidos;35;8707.97;Premium;Los Olivos
CLI02671;485;1;134.41;1;1;1;111;2;Perdidos;39;1285.54;Basico;Santiago de Surco
CLI02672;176;4;823.0;3;4;4;344;3;En Riesgo;64;1966.96;Basico;Los Olivos
CLI02674;9;4;937.88;5;4;4;544;0;Leales;71;10149.36;Premium;Santiago de Surco
CLI02675;383;2;440.59;2;2;2;222;2;Perdidos;41;10370.23;Platino;Miraflores
CLI02676;235;1;343.38;2;1;2;212;3;En Riesgo;29;1549.08;Basico;Magdalena
CLI02677;544;1;560.44;1;1;3;113;2;Perdidos;67;10714.89;Premium;San Juan de Lurigancho
CLI02681;102;1;142.76;4;1;1;411;3;En Riesgo;24;4156.57;Premium;Miraflores
CLI02682;25;9;1591.57;5;5;5;555;0;Leales;23;7075.49;Platino;San Miguel
CLI02683;11;1;396.88;5;1;2;512;3;En Riesgo;53;9270.88;Platino;San Juan de Lurigancho
CLI02685;182;5;1108.4;3;4;4;344;0;Leales;45;2383.92;Basico;San Miguel
CLI02687;378;2;327.08;2;2;2;222;2;Perdidos;69;6477.36;Platino;San Borja
CLI02688;215;7;1587.88;2;5;5;255;0;Leales;44;2338.32;Basico;Ate
CLI02689;124;11;2447.55;4;5;5;455;1;Campeones;53;1393.67;Basico;Ate
CLI02692;82;3;443.87;4;3;2;432;3;En Riesgo;25;3050.29;Premium;San Miguel
CLI02693;27;2;817.21;4;2;4;424;3;En Riesgo;43;3447.18;Regular;Santiago de Surco
CLI02694;25;3;627.5;5;3;3;533;3;En Riesgo;69;8130.07;Platino;San Borja
CLI02696;356;1;87.7;2;1;1;211;2;Perdidos;61;4278.72;Regular;Ate
CLI02698;595;3;610.99;1;3;3;133;2;Perdidos;44;7152.94;Regular;Miraflores
CLI02699;418;2;400.98;1;2;2;122;2;Perdidos;39;1125.4;Basico;Los Olivos
CLI02700;13;9;2667.05;5;5;5;555;1;Campeones;56;7650.31;Regular;Los Olivos
CLI02701;176;3;565.94;3;3;3;333;3;En Riesgo;58;1413.98;Basico;Miraflores
CLI02702;26;7;1411.4;4;5;5;455;0;Leales;37;8934.17;Premium;Los Olivos
CLI02703;203;1;56.43;3;1;1;311;3;En Riesgo;33;10797.42;Regular;Comas
CLI02704;355;2;1018.85;2;2;4;224;2;Perdidos;50;6698.54;Premium;Ate
CLI02706;166;1;110.14;3;1;1;311;3;En Riesgo;25;9519.96;Platino;Comas
CLI02708;37;2;327.58;4;2;2;422;3;En Riesgo;52;9848.69;Premium;San Borja
CLI02709;295;3;809.43;2;3;4;234;3;En Riesgo;60;2435.3;Basico;Santiago de Surco
CLI02710;32;10;3166.07;4;5;5;455;1;Campeones;40;9445.35;Platino;Ate
CLI02711;174;1;427.8;3;1;2;312;3;En Riesgo;19;4316.24;Regular;Miraflores
CLI02712;391;3;644.02;1;3;3;133;2;Perdidos;40;6144.32;Platino;Miraflores
CLI02713;25;1;16.27;5;1;1;511;3;En Riesgo;56;9835.62;Regular;Comas
CLI02714;207;10;2481.45;2;5;5;255;1;Campeones;69;8744.68;Platino;Santiago de Surco
CLI02715;190;2;586.82;3;2;3;323;3;En Riesgo;69;7002.65;Premium;Santiago de Surco
CLI02717;229;2;455.99;2;2;2;222;3;En Riesgo;26;8535.65;Regular;Comas
CLI02718;291;4;481.2;2;4;3;243;3;En Riesgo;65;6928.14;Platino;Magdalena
CLI02719;12;10;2234.38;5;5;5;555;1;Campeones;32;6420.97;Regular;Santiago de Surco
CLI02720;49;4;927.86;4;4;4;444;0;Leales;69;10015.7;Regular;Santiago de Surco
CLI02722;351;2;636.57;2;2;3;223;2;Perdidos;18;1221.21;Basico;San Juan de Lurigancho
CLI02723;177;5;1208.29;3;4;4;344;0;Leales;30;1983.1;Basico;Comas
CLI02724;4;2;464.49;5;2;2;522;3;En Riesgo;34;6072.4;Platino;Santiago de Surco
CLI02725;59;7;1460.96;4;5;5;455;0;Leales;51;4492.86;Regular;Ate
CLI02726;701;1;111.31;1;1;1;111;2;Perdidos;62;9371.18;Platino;San Miguel
CLI02728;521;1;416.98;1;1;2;112;2;Perdidos;62;3320.49;Premium;Miraflores
CLI02730;256;2;493.16;2;2;3;223;3;En Riesgo;66;4883.08;Regular;Ate
CLI02731;364;5;1383.04;2;4;5;245;0;Leales;50;10073.05;Regular;Miraflores
CLI02732;7;1;224.95;5;1;1;511;3;En Riesgo;34;11733.16;Premium;Ate
CLI02734;21;5;1134.09;5;4;4;544;0;Leales;20;11304.34;Premium;San Juan de Lurigancho
CLI02735;254;1;146.48;2;1;1;211;3;En Riesgo;72;10628.65;Regular;Miraflores
CLI02736;184;1;38.34;3;1;1;311;3;En Riesgo;69;4150.18;Regular;San Borja
CLI02737;213;6;1163.36;2;5;4;254;0;Leales;62;1318.32;Basico;San Juan de Lurigancho
CLI02738;307;3;499.83;2;3;3;233;2;Perdidos;48;1904.81;Basico;Ate
CLI02739;47;1;267.27;4;1;2;412;3;En Riesgo;20;2999.02;Regular;San Juan de Lurigancho
CLI02740;324;3;976.86;2;3;4;234;2;Perdidos;72;1551.7;Basico;Ate
CLI02741;188;1;19.81;3;1;1;311;3;En Riesgo;70;1380.07;Basico;Magdalena
CLI02743;181;1;318.38;3;1;2;312;3;En Riesgo;46;11829.63;Regular;Magdalena
CLI02744;158;4;529.88;3;4;3;343;3;En Riesgo;57;5985.12;Platino;San Miguel
CLI02745;206;2;380.96;3;2;2;322;3;En Riesgo;48;1519.69;Basico;San Juan de Lurigancho
CLI02747;24;3;592.14;5;3;3;533;3;En Riesgo;20;7347.24;Platino;Santiago de Surco
CLI02749;1;3;1256.25;5;3;4;534;0;Leales;59;6046.77;Regular;Santiago de Surco
CLI02750;171;3;628.07;3;3;3;333;3;En Riesgo;63;10045.31;Regular;San Miguel
CLI02753;524;2;363.1;1;2;2;122;2;Perdidos;22;7688.71;Regular;Los Olivos
CLI02755;6;2;355.69;5;2;2;522;3;En Riesgo;38;6832.21;Regular;Los Olivos
CLI02756;41;4;711.05;4;4;3;443;3;En Riesgo;69;7899.66;Regular;Santiago de Surco
CLI02758;183;1;165.42;3;1;1;311;3;En Riesgo;32;5970.03;Platino;Ate
CLI02760;13;4;1068.07;5;4;4;544;0;Leales;45;11038.4;Premium;San Miguel
CLI02762;419;4;810.35;1;4;4;144;2;Perdidos;58;2175.31;Basico;San Miguel
CLI02766;22;2;288.68;5;2;2;522;3;En Riesgo;59;6871.61;Regular;Ate
CLI02767;126;11;1692.48;4;5;5;455;1;Campeones;46;7352.62;Platino;San Borja
CLI02768;405;1;739.52;1;1;3;113;2;Perdidos;65;4620.69;Premium;Magdalena
CLI02769;15;9;1983.33;5;5;5;555;1;Campeones;47;5318.19;Platino;San Miguel
CLI02771;92;6;2093.06;4;5;5;455;0;Leales;40;7832.15;Platino;Magdalena
CLI02772;217;2;404.87;2;2;2;222;3;En Riesgo;40;1423.66;Basico;Miraflores
CLI02773;17;9;2076.64;5;5;5;555;1;Campeones;48;8511.15;Regular;Magdalena
CLI02774;158;2;711.03;3;2;3;323;3;En Riesgo;49;10371.0;Platino;San Miguel
CLI02775;708;1;172.86;1;1;1;111;2;Perdidos;20;3240.82;Regular;Los Olivos
CLI02776;12;4;974.01;5;4;4;544;0;Leales;47;6500.63;Platino;Ate
CLI02777;212;4;646.79;2;4;3;243;3;En Riesgo;53;1241.63;Basico;Ate
CLI02778;23;3;1100.45;5;3;4;534;3;En Riesgo;24;9124.98;Regular;Los Olivos
CLI02779;116;3;873.52;4;3;4;434;3;En Riesgo;44;6432.24;Regular;Santiago de Surco
CLI02782;166;9;2652.42;3;5;5;355;1;Campeones;56;2578.75;Basico;Magdalena
CLI02783;110;6;1555.7;4;5;5;455;0;Leales;34;9739.73;Platino;Comas
CLI02784;319;2;904.73;2;2;4;224;2;Perdidos;35;11372.35;Premium;San Juan de Lurigancho
CLI02786;649;1;16.63;1;1;1;111;2;Perdidos;20;11161.16;Platino;Comas
CLI02787;154;6;1257.36;3;5;4;354;0;Leales;33;8226.23;Platino;Magdalena
CLI02788;19;8;1375.66;5;5;5;555;0;Leales;33;5724.83;Premium;Miraflores
CLI02789;383;1;264.04;2;1;2;212;2;Perdidos;43;1715.38;Basico;Ate
CLI02790;126;4;596.35;4;4;3;443;3;En Riesgo;26;3305.63;Platino;San Miguel
CLI02791;24;4;1382.6;5;4;5;545;0;Leales;41;3459.95;Platino;San Borja
CLI02793;139;3;817.25;3;3;4;334;3;En Riesgo;32;1780.45;Basico;San Juan de Lurigancho
CLI02797;154;5;844.16;3;4;4;344;0;Leales;28;1641.44;Basico;San Juan de Lurigancho
CLI02798;84;1;289.27;4;1;2;412;3;En Riesgo;23;5682.89;Premium;Santiago de Surco
CLI02799;27;5;1310.9;4;4;4;444;0;Leales;28;8952.65;Platino;Magdalena
CLI02800;15;3;1024.85;5;3;4;534;3;En Riesgo;39;10479.09;Premium;Comas
CLI02801;424;1;99.17;1;1;1;111;2;Perdidos;31;2111.55;Basico;Ate
CLI02802;490;1;228.8;1;1;1;111;2;Perdidos;22;4354.48;Platino;Ate
CLI02805;157;3;631.02;3;3;3;333;3;En Riesgo;41;4647.63;Platino;San Borja
CLI02806;21;13;2904.04;5;5;5;555;1;Campeones;53;5367.4;Platino;Los Olivos
CLI02807;159;3;832.88;3;3;4;334;3;En Riesgo;66;7106.88;Platino;San Juan de Lurigancho
CLI02808;18;5;1843.71;5;4;5;545;0;Leales;65;3426.89;Regular;Comas
CLI02809;682;1;125.8;1;1;1;111;2;Perdidos;51;6704.68;Regular;Comas
CLI02810;3;7;1857.67;5;5;5;555;0;Leales;64;11659.01;Premium;Magdalena
CLI02811;157;3;621.37;3;3;3;333;3;En Riesgo;60;1614.72;Basico;Magdalena
CLI02813;165;2;730.0;3;2;3;323;3;En Riesgo;30;1663.48;Basico;San Juan de Lurigancho
CLI02814;8;6;1648.4;5;5;5;555;0;Leales;60;11704.57;Regular;Magdalena
CLI02817;356;1;147.73;2;1;1;211;2;Perdidos;70;1666.2;Basico;Comas
CLI02818;22;4;585.62;5;4;3;543;3;En Riesgo;69;1672.96;Basico;Ate
CLI02819;521;2;143.86;1;2;1;121;2;Perdidos;59;10803.08;Platino;Los Olivos
CLI02820;1;4;744.82;5;4;3;543;3;En Riesgo;53;10276.82;Premium;San Miguel
CLI02821;90;5;1323.2;4;4;5;445;0;Leales;54;5262.29;Regular;Santiago de Surco
CLI02822;15;7;1565.48;5;5;5;555;0;Leales;46;8332.46;Premium;Miraflores
CLI02823;20;9;3083.54;5;5;5;555;1;Campeones;20;3984.48;Regular;San Miguel
CLI02824;624;1;126.09;1;1;1;111;2;Perdidos;39;9843.01;Premium;Ate
CLI02825;186;1;227.18;3;1;1;311;3;En Riesgo;57;11563.59;Platino;Comas
CLI02826;369;2;709.66;2;2;3;223;2;Perdidos;62;11304.34;Premium;San Miguel
CLI02827;413;2;569.96;1;3;3;133;2;Perdidos;31;9742.02;Premium;Miraflores
CLI02830;167;1;90.12;3;1;1;311;3;En Riesgo;30;7096.29;Regular;San Borja
CLI02831;179;2;366.16;3;3;2;332;3;En Riesgo;33;3169.95;Platino;Comas
CLI02832;571;2;310.76;1;3;2;132;2;Perdidos;71;5312.02;Premium;Los Olivos
CLI02835;6;8;2458.75;5;5;5;555;1;Campeones;35;5120.41;Platino;Comas
CLI02836;91;2;507.74;4;3;3;433;3;En Riesgo;48;8487.76;Platino;San Miguel
CLI02838;172;4;1009.85;3;4;4;344;0;Leales;60;7621.69;Regular;San Juan de Lurigancho
CLI02840;36;2;324.12;4;3;2;432;3;En Riesgo;39;10351.08;Premium;San Juan de Lurigancho
CLI02844;258;3;1279.88;2;3;4;234;3;En Riesgo;62;1065.4;Basico;Santiago de Surco
CLI02846;668;1;233.52;1;1;1;111;2;Perdidos;63;5839.68;Platino;Los Olivos
CLI02847;10;2;681.76;5;3;3;533;3;En Riesgo;27;6255.08;Platino;Miraflores
CLI02848;396;1;423.01;1;1;2;112;2;Perdidos;69;9702.33;Regular;Comas
CLI02849;177;3;948.77;3;3;4;334;3;En Riesgo;49;10950.85;Platino;Magdalena
CLI02850;27;2;61.17;4;3;1;431;3;En Riesgo;46;9770.48;Premium;Los Olivos
CLI02852;23;1;280.92;5;1;2;512;3;En Riesgo;26;7507.69;Premium;Miraflores
CLI02855;358;2;915.74;2;3;4;234;2;Perdidos;45;1728.82;Basico;Magdalena
CLI02856;5;2;854.0;5;3;4;534;3;En Riesgo;27;6761.04;Platino;San Juan de Lurigancho
CLI02857;92;3;584.51;4;3;3;433;3;En Riesgo;72;10551.73;Regular;San Juan de Lurigancho
CLI02860;717;1;285.92;1;1;2;112;2;Perdidos;36;1313.87;Basico;San Miguel
CLI02864;449;3;465.34;1;3;2;132;2;Perdidos;52;8347.85;Premium;San Miguel
CLI02867;5;6;810.34;5;5;4;554;0;Leales;34;6573.65;Regular;San Miguel
CLI02868;25;2;541.76;5;3;3;533;3;En Riesgo;27;11634.83;Platino;Santiago de Surco
CLI02870;215;2;278.59;2;3;2;232;3;En Riesgo;69;8841.79;Premium;Los Olivos
CLI02871;639;2;172.27;1;3;1;131;2;Perdidos;64;1303.08;Basico;Miraflores
CLI02874;536;1;51.66;1;1;1;111;2;Perdidos;54;4556.93;Regular;San Miguel
CLI02875;30;6;1179.44;4;5;4;454;0;Leales;72;8215.55;Regular;Los Olivos
CLI02876;204;4;1241.04;3;4;4;344;0;Leales;71;6879.59;Premium;San Borja
CLI02878;208;1;749.94;2;1;3;213;3;En Riesgo;24;1032.45;Basico;Miraflores
CLI02879;25;4;734.96;5;4;3;543;3;En Riesgo;59;6661.03;Platino;San Miguel
CLI02880;521;1;181.31;1;1;1;111;2;Perdidos;18;8966.39;Premium;Miraflores
CLI02881;493;1;67.74;1;1;1;111;2;Perdidos;60;1647.87;Basico;Comas
CLI02882;288;2;533.82;2;3;3;233;3;En Riesgo;42;2596.02;Basico;Santiago de Surco
CLI02883;389;4;806.31;1;4;4;144;2;Perdidos;32;3518.01;Premium;Ate
CLI02885;102;2;245.08;4;3;2;432;3;En Riesgo;43;8318.87;Regular;Comas
CLI02887;29;8;1665.37;4;5;5;455;0;Leales;34;9452.85;Premium;Magdalena
CLI02890;442;1;76.52;1;1;1;111;2;Perdidos;60;4342.18;Platino;Comas
CLI02894;10;11;2869.29;5;5;5;555;1;Campeones;23;11468.52;Premium;San Miguel
CLI02895;84;13;2852.96;4;5;5;455;1;Campeones;72;10445.1;Platino;Ate
CLI02896;376;2;568.34;2;3;3;233;2;Perdidos;63;4113.23;Premium;Los Olivos
CLI02897;370;2;357.11;2;3;2;232;2;Perdidos;56;1629.11;Basico;San Borja
CLI02898;418;1;241.74;1;1;1;111;2;Perdidos;38;7638.16;Regular;San Miguel
CLI02899;166;7;1575.35;3;5;5;355;0;Leales;43;10921.73;Platino;Miraflores
CLI02900;368;1;81.0;2;1;1;211;2;Perdidos;53;7358.18;Platino;Santiago de Surco
CLI02901;417;2;266.49;1;3;2;132;2;Perdidos;66;1744.88;Basico;Los Olivos
CLI02902;172;6;1596.5;3;5;5;355;0;Leales;58;2398.05;Basico;Santiago de Surco
CLI02903;256;4;925.63;2;4;4;244;3;En Riesgo;34;7193.11;Platino;Los Olivos
CLI02904;25;2;323.33;5;3;2;532;3;En Riesgo;73;6774.63;Premium;Santiago de Surco
CLI02905;14;11;2510.85;5;5;5;555;1;Campeones;53;10893.1;Premium;San Miguel
CLI02906;128;1;349.79;4;1;2;412;3;En Riesgo;20;4231.58;Regular;Ate
CLI02907;445;1;393.27;1;1;2;112;2;Perdidos;56;4291.39;Premium;Magdalena
CLI02909;516;2;763.91;1;3;3;133;2;Perdidos;19;4778.29;Platino;Los Olivos
CLI02911;83;2;222.05;4;3;1;431;3;En Riesgo;24;7614.96;Regular;Miraflores
CLI02913;42;1;83.98;4;1;1;411;3;En Riesgo;58;9960.37;Premium;Magdalena
CLI02914;393;2;172.67;1;3;1;131;2;Perdidos;69;6845.04;Regular;Los Olivos
CLI02915;134;4;1110.74;3;4;4;344;0;Leales;62;1251.75;Basico;San Juan de Lurigancho
CLI02916;184;3;819.43;3;3;4;334;3;En Riesgo;29;8677.5;Platino;Santiago de Surco
CLI02918;177;2;685.48;3;3;3;333;3;En Riesgo;65;1707.69;Basico;Santiago de Surco
CLI02920;45;4;718.95;4;4;3;443;3;En Riesgo;35;7970.59;Premium;San Miguel
CLI02921;244;3;787.64;2;3;4;234;3;En Riesgo;63;9587.25;Premium;San Miguel
CLI02922;33;7;1567.07;4;5;5;455;0;Leales;37;10002.73;Premium;Comas
CLI02925;17;9;2424.61;5;5;5;555;1;Campeones;19;3587.19;Premium;Ate
CLI02926;33;3;580.51;4;3;3;433;3;En Riesgo;40;9194.16;Regular;San Borja
CLI02927;387;1;156.0;2;1;1;211;2;Perdidos;42;9618.24;Platino;Los Olivos
CLI02928;129;3;779.41;3;3;4;334;3;En Riesgo;22;9567.21;Premium;Ate
CLI02929;371;1;257.32;2;1;2;212;2;Perdidos;59;1684.98;Basico;San Miguel
CLI02931;172;4;646.25;3;4;3;343;3;En Riesgo;49;9287.67;Regular;Santiago de Surco
CLI02932;164;1;377.14;3;1;2;312;3;En Riesgo;23;10575.43;Premium;San Borja
CLI02933;16;3;948.57;5;3;4;534;3;En Riesgo;22;7734.86;Premium;San Miguel
CLI02934;395;2;321.64;1;3;2;132;2;Perdidos;55;6486.96;Platino;San Borja
CLI02935;215;1;402.4;2;1;2;212;3;En Riesgo;66;9842.35;Regular;Los Olivos
CLI02936;261;3;300.42;2;3;2;232;3;En Riesgo;21;7764.28;Platino;San Juan de Lurigancho
CLI02937;14;5;913.38;5;4;4;544;0;Leales;22;10641.95;Platino;Los Olivos
CLI02938;19;5;935.52;5;4;4;544;0;Leales;68;7657.84;Platino;Los Olivos
CLI02939;183;4;921.17;3;4;4;344;3;En Riesgo;19;2250.5;Basico;Miraflores
CLI02940;285;3;493.79;2;3;3;233;3;En Riesgo;26;1949.97;Basico;Los Olivos
CLI02941;273;1;92.7;2;1;1;211;3;En Riesgo;36;3164.16;Platino;Los Olivos
CLI02943;181;3;528.54;3;3;3;333;3;En Riesgo;24;2495.11;Basico;Santiago de Surco
CLI02944;3;2;1010.08;5;3;4;534;3;En Riesgo;65;8875.16;Regular;Miraflores
CLI02947;27;2;347.26;4;3;2;432;3;En Riesgo;51;4626.01;Premium;Magdalena
CLI02948;135;2;337.88;3;3;2;332;3;En Riesgo;58;11657.7;Premium;San Juan de Lurigancho
CLI02949;1;7;1623.69;5;5;5;555;0;Leales;46;11954.74;Regular;Comas
CLI02950;163;3;570.69;3;3;3;333;3;En Riesgo;20;1963.76;Basico;Magdalena
CLI02951;107;7;1795.14;4;5;5;455;0;Leales;49;6208.4;Premium;Santiago de Surco
CLI02952;6;2;417.52;5;3;2;532;3;En Riesgo;67;2479.98;Basico;Magdalena
CLI02953;50;5;1775.47;4;4;5;445;0;Leales;18;6980.36;Platino;Miraflores
CLI02954;368;1;117.46;2;1;1;211;2;Perdidos;65;1782.1;Basico;Santiago de Surco
CLI02955;472;3;568.74;1;3;3;133;2;Perdidos;68;7902.96;Regular;Ate
CLI02956;8;1;94.39;5;1;1;511;3;En Riesgo;41;11326.55;Premium;San Juan de Lurigancho
CLI02960;391;1;217.02;1;1;1;111;2;Perdidos;63;1466.79;Basico;San Borja
CLI02961;26;4;327.41;4;4;2;442;3;En Riesgo;56;8428.58;Platino;Miraflores
CLI02962;399;1;232.37;1;1;1;111;2;Perdidos;24;3595.11;Premium;Comas
CLI02963;320;1;251.2;2;1;2;212;2;Perdidos;21;8925.31;Regular;San Juan de Lurigancho
CLI02966;160;3;876.76;3;3;4;334;3;En Riesgo;67;11150.16;Platino;Magdalena
CLI02967;154;2;255.59;3;3;2;332;3;En Riesgo;51;7483.04;Regular;San Miguel
CLI02969;178;6;2130.28;3;5;5;355;0;Leales;70;10374.27;Premium;Miraflores
CLI02970;480;3;571.88;1;3;3;133;2;Perdidos;20;2458.9;Basico;San Juan de Lurigancho
CLI02971;507;1;315.89;1;1;2;112;2;Perdidos;47;8286.97;Platino;Santiago de Surco
CLI02974;348;3;644.21;2;3;3;233;2;Perdidos;28;5708.16;Regular;Comas
CLI02975;8;7;1815.75;5;5;5;555;0;Leales;41;4286.5;Premium;Miraflores
CLI02976;173;2;791.89;3;3;4;334;3;En Riesgo;28;9262.83;Premium;San Miguel
CLI02977;13;6;1723.12;5;5;5;555;0;Leales;28;4845.87;Platino;Santiago de Surco
CLI02978;13;18;5260.69;5;5;5;555;1;Campeones;49;11984.3;Premium;San Juan de Lurigancho
CLI02979;49;6;1255.28;4;5;4;454;0;Leales;38;6884.44;Regular;Miraflores
CLI02980;579;1;355.68;1;1;2;112;2;Perdidos;22;5480.1;Premium;Comas
CLI02982;312;2;463.52;2;3;2;232;2;Perdidos;36;1616.01;Basico;Comas
CLI02984;402;4;706.28;1;4;3;143;2;Perdidos;25;10313.23;Platino;Los Olivos
CLI02985;94;2;779.37;4;3;3;433;3;En Riesgo;43;5994.89;Platino;Comas
